,date,weightclass,fighter,rank
5104,2014-03-10,Heavyweight,Junior Dos Santos,1
5105,2014-03-10,Heavyweight,Fabricio Werdum,2
5106,2014-03-10,Heavyweight,Travis Browne,3
5107,2014-03-10,Heavyweight,Antonio Silva,4
5108,2014-03-10,Heavyweight,Josh Barnett,5
5109,2014-03-10,Heavyweight,Alistair Overeem,6
5110,2014-03-10,Heavyweight,Stipe Miocic,7
5111,2014-03-10,Heavyweight,Mark Hunt,8
5112,2014-03-10,Heavyweight,Roy Nelson,9
5113,2014-03-10,Heavyweight,Frank Mir,10
5114,2014-03-10,Heavyweight,Gabriel Gonzaga,11
5115,2014-03-10,Heavyweight,Minotauro Nogueira,12
5116,2014-03-10,Heavyweight,Stefan Struve,13
5117,2014-03-10,Heavyweight,Brendan Schaub,14
5118,2014-03-10,Heavyweight,Daniel Cormier,15
5262,2014-03-17,Heavyweight,Cain Velasquez,0
5263,2014-03-17,Heavyweight,Junior Dos Santos,1
5264,2014-03-17,Heavyweight,Fabricio Werdum,2
5265,2014-03-17,Heavyweight,Travis Browne,3
5266,2014-03-17,Heavyweight,Antonio Silva,4
5267,2014-03-17,Heavyweight,Josh Barnett,5
5268,2014-03-17,Heavyweight,Alistair Overeem,6
5269,2014-03-17,Heavyweight,Stipe Miocic,7
5270,2014-03-17,Heavyweight,Mark Hunt,8
5271,2014-03-17,Heavyweight,Roy Nelson,9
5272,2014-03-17,Heavyweight,Frank Mir,10
5273,2014-03-17,Heavyweight,Minotauro Nogueira,11
5274,2014-03-17,Heavyweight,Gabriel Gonzaga,12
5275,2014-03-17,Heavyweight,Stefan Struve,13
5276,2014-03-17,Heavyweight,Brendan Schaub,14
5277,2014-03-17,Heavyweight,Daniel Cormier,15
5421,2014-03-24,Heavyweight,Cain Velasquez,0
5422,2014-03-24,Heavyweight,Junior Dos Santos,1
5423,2014-03-24,Heavyweight,Fabricio Werdum,2
5424,2014-03-24,Heavyweight,Travis Browne,3
5425,2014-03-24,Heavyweight,Antonio Silva,4
5426,2014-03-24,Heavyweight,Josh Barnett,5
5427,2014-03-24,Heavyweight,Alistair Overeem,6
5428,2014-03-24,Heavyweight,Stipe Miocic,7
5429,2014-03-24,Heavyweight,Mark Hunt,8
5430,2014-03-24,Heavyweight,Roy Nelson,9
5431,2014-03-24,Heavyweight,Frank Mir,10
5432,2014-03-24,Heavyweight,Minotauro Nogueira,11
5433,2014-03-24,Heavyweight,Gabriel Gonzaga,12
5434,2014-03-24,Heavyweight,Stefan Struve,13
5435,2014-03-24,Heavyweight,Brendan Schaub,14
5436,2014-03-24,Heavyweight,Daniel Cormier,15
5580,2014-03-25,Heavyweight,Cain Velasquez,0
5581,2014-03-25,Heavyweight,Junior Dos Santos,1
5582,2014-03-25,Heavyweight,Fabricio Werdum,2
5583,2014-03-25,Heavyweight,Travis Browne,3
5584,2014-03-25,Heavyweight,Antonio Silva,4
5585,2014-03-25,Heavyweight,Josh Barnett,5
5586,2014-03-25,Heavyweight,Alistair Overeem,6
5587,2014-03-25,Heavyweight,Stipe Miocic,7
5588,2014-03-25,Heavyweight,Mark Hunt,8
5589,2014-03-25,Heavyweight,Roy Nelson,9
5590,2014-03-25,Heavyweight,Frank Mir,10
5591,2014-03-25,Heavyweight,Minotauro Nogueira,11
5592,2014-03-25,Heavyweight,Gabriel Gonzaga,12
5593,2014-03-25,Heavyweight,Stefan Struve,13
5594,2014-03-25,Heavyweight,Brendan Schaub,14
5595,2014-03-25,Heavyweight,Daniel Cormier,15
5739,2014-04-14,Heavyweight,Cain Velasquez,0
5740,2014-04-14,Heavyweight,Junior Dos Santos,1
5741,2014-04-14,Heavyweight,Fabricio Werdum,2
5742,2014-04-14,Heavyweight,Travis Browne,3
5743,2014-04-14,Heavyweight,Antonio Silva,4
5744,2014-04-14,Heavyweight,Josh Barnett,5
5745,2014-04-14,Heavyweight,Alistair Overeem,6
5746,2014-04-14,Heavyweight,Stipe Miocic,7
5747,2014-04-14,Heavyweight,Mark Hunt,8
5748,2014-04-14,Heavyweight,Roy Nelson,9
5749,2014-04-14,Heavyweight,Frank Mir,10
5750,2014-04-14,Heavyweight,Gabriel Gonzaga,11
5751,2014-04-14,Heavyweight,Stefan Struve,12
5752,2014-04-14,Heavyweight,Minotauro Nogueira,13
5753,2014-04-14,Heavyweight,Brendan Schaub,14
5754,2014-04-14,Heavyweight,Daniel Cormier,15
5898,2014-04-18,Heavyweight,Cain Velasquez,0
5899,2014-04-18,Heavyweight,Junior Dos Santos,1
5900,2014-04-18,Heavyweight,Fabricio Werdum,2
5901,2014-04-18,Heavyweight,Travis Browne,3
5902,2014-04-18,Heavyweight,Antonio Silva,4
5903,2014-04-18,Heavyweight,Josh Barnett,5
5904,2014-04-18,Heavyweight,Alistair Overeem,6
5905,2014-04-18,Heavyweight,Stipe Miocic,7
5906,2014-04-18,Heavyweight,Mark Hunt,8
5907,2014-04-18,Heavyweight,Roy Nelson,9
5908,2014-04-18,Heavyweight,Frank Mir,10
5909,2014-04-18,Heavyweight,Gabriel Gonzaga,11
5910,2014-04-18,Heavyweight,Stefan Struve,12
5911,2014-04-18,Heavyweight,Brendan Schaub,13
5912,2014-04-18,Heavyweight,Minotauro Nogueira,14
5913,2014-04-18,Heavyweight,Daniel Cormier,15
6057,2014-04-21,Heavyweight,Cain Velasquez,0
6058,2014-04-21,Heavyweight,Fabricio Werdum,1
6059,2014-04-21,Heavyweight,Junior Dos Santos,2
6060,2014-04-21,Heavyweight,Travis Browne,3
6061,2014-04-21,Heavyweight,Antonio Silva,4
6062,2014-04-21,Heavyweight,Josh Barnett,5
6063,2014-04-21,Heavyweight,Alistair Overeem,6
6064,2014-04-21,Heavyweight,Stipe Miocic,6
6065,2014-04-21,Heavyweight,Mark Hunt,8
6066,2014-04-21,Heavyweight,Roy Nelson,9
6067,2014-04-21,Heavyweight,Frank Mir,10
6068,2014-04-21,Heavyweight,Gabriel Gonzaga,11
6069,2014-04-21,Heavyweight,Stefan Struve,12
6070,2014-04-21,Heavyweight,Minotauro Nogueira,13
6071,2014-04-21,Heavyweight,Brendan Schaub,14
6072,2014-04-21,Heavyweight,Daniel Cormier,15
6217,2014-04-28,Heavyweight,Cain Velasquez,0
6218,2014-04-28,Heavyweight,Fabricio Werdum,1
6219,2014-04-28,Heavyweight,Junior Dos Santos,2
6220,2014-04-28,Heavyweight,Travis Browne,3
6221,2014-04-28,Heavyweight,Antonio Silva,4
6222,2014-04-28,Heavyweight,Josh Barnett,5
6223,2014-04-28,Heavyweight,Alistair Overeem,6
6224,2014-04-28,Heavyweight,Stipe Miocic,7
6225,2014-04-28,Heavyweight,Mark Hunt,8
6226,2014-04-28,Heavyweight,Roy Nelson,9
6227,2014-04-28,Heavyweight,Frank Mir,10
6228,2014-04-28,Heavyweight,Gabriel Gonzaga,11
6229,2014-04-28,Heavyweight,Stefan Struve,12
6230,2014-04-28,Heavyweight,Minotauro Nogueira,13
6231,2014-04-28,Heavyweight,Brendan Schaub,14
6232,2014-04-28,Heavyweight,Daniel Cormier,15
6376,2014-05-05,Heavyweight,Cain Velasquez,0
6377,2014-05-05,Heavyweight,Fabricio Werdum,1
6378,2014-05-05,Heavyweight,Junior Dos Santos,2
6379,2014-05-05,Heavyweight,Travis Browne,3
6380,2014-05-05,Heavyweight,Antonio Silva,4
6381,2014-05-05,Heavyweight,Josh Barnett,5
6382,2014-05-05,Heavyweight,Alistair Overeem,6
6383,2014-05-05,Heavyweight,Stipe Miocic,7
6384,2014-05-05,Heavyweight,Mark Hunt,8
6385,2014-05-05,Heavyweight,Roy Nelson,9
6386,2014-05-05,Heavyweight,Frank Mir,10
6387,2014-05-05,Heavyweight,Gabriel Gonzaga,11
6388,2014-05-05,Heavyweight,Stefan Struve,12
6389,2014-05-05,Heavyweight,Minotauro Nogueira,13
6390,2014-05-05,Heavyweight,Brendan Schaub,14
6391,2014-05-05,Heavyweight,Daniel Cormier,15
6535,2014-05-06,Heavyweight,Cain Velasquez,0
6536,2014-05-06,Heavyweight,Fabricio Werdum,1
6537,2014-05-06,Heavyweight,Junior Dos Santos,2
6538,2014-05-06,Heavyweight,Travis Browne,3
6539,2014-05-06,Heavyweight,Antonio Silva,4
6540,2014-05-06,Heavyweight,Josh Barnett,5
6541,2014-05-06,Heavyweight,Alistair Overeem,6
6542,2014-05-06,Heavyweight,Stipe Miocic,7
6543,2014-05-06,Heavyweight,Mark Hunt,8
6544,2014-05-06,Heavyweight,Roy Nelson,9
6545,2014-05-06,Heavyweight,Frank Mir,10
6546,2014-05-06,Heavyweight,Gabriel Gonzaga,11
6547,2014-05-06,Heavyweight,Stefan Struve,12
6548,2014-05-06,Heavyweight,Minotauro Nogueira,13
6549,2014-05-06,Heavyweight,Brendan Schaub,14
6550,2014-05-06,Heavyweight,Daniel Cormier,15
6694,2014-05-12,Heavyweight,Cain Velasquez,0
6695,2014-05-12,Heavyweight,Fabricio Werdum,1
6696,2014-05-12,Heavyweight,Junior Dos Santos,2
6697,2014-05-12,Heavyweight,Travis Browne,3
6698,2014-05-12,Heavyweight,Antonio Silva,4
6699,2014-05-12,Heavyweight,Josh Barnett,5
6700,2014-05-12,Heavyweight,Alistair Overeem,6
6701,2014-05-12,Heavyweight,Stipe Miocic,7
6702,2014-05-12,Heavyweight,Mark Hunt,8
6703,2014-05-12,Heavyweight,Roy Nelson,9
6704,2014-05-12,Heavyweight,Frank Mir,10
6705,2014-05-12,Heavyweight,Gabriel Gonzaga,11
6706,2014-05-12,Heavyweight,Stefan Struve,12
6707,2014-05-12,Heavyweight,Brendan Schaub,13
6708,2014-05-12,Heavyweight,Minotauro Nogueira,14
6709,2014-05-12,Heavyweight,Soa Palelei,15
6853,2014-05-26,Heavyweight,Cain Velasquez,0
6854,2014-05-26,Heavyweight,Fabricio Werdum,1
6855,2014-05-26,Heavyweight,Junior Dos Santos,2
6856,2014-05-26,Heavyweight,Travis Browne,3
6857,2014-05-26,Heavyweight,Antonio Silva,4
6858,2014-05-26,Heavyweight,Josh Barnett,5
6859,2014-05-26,Heavyweight,Alistair Overeem,6
6860,2014-05-26,Heavyweight,Stipe Miocic,7
6861,2014-05-26,Heavyweight,Mark Hunt,8
6862,2014-05-26,Heavyweight,Roy Nelson,9
6863,2014-05-26,Heavyweight,Frank Mir,10
6864,2014-05-26,Heavyweight,Gabriel Gonzaga,11
6865,2014-05-26,Heavyweight,Stefan Struve,12
6866,2014-05-26,Heavyweight,Minotauro Nogueira,13
6867,2014-05-26,Heavyweight,Brendan Schaub,14
6868,2014-05-26,Heavyweight,Soa Palelei,15
7012,2014-05-28,Heavyweight,Cain Velasquez,0
7013,2014-05-28,Heavyweight,Fabricio Werdum,1
7014,2014-05-28,Heavyweight,Junior Dos Santos,2
7015,2014-05-28,Heavyweight,Travis Browne,3
7016,2014-05-28,Heavyweight,Antonio Silva,4
7017,2014-05-28,Heavyweight,Josh Barnett,5
7018,2014-05-28,Heavyweight,Alistair Overeem,6
7019,2014-05-28,Heavyweight,Stipe Miocic,7
7020,2014-05-28,Heavyweight,Mark Hunt,8
7021,2014-05-28,Heavyweight,Roy Nelson,9
7022,2014-05-28,Heavyweight,Frank Mir,10
7023,2014-05-28,Heavyweight,Gabriel Gonzaga,11
7024,2014-05-28,Heavyweight,Stefan Struve,12
7025,2014-05-28,Heavyweight,Minotauro Nogueira,13
7026,2014-05-28,Heavyweight,Brendan Schaub,14
7027,2014-05-28,Heavyweight,Soa Palelei,15
7171,2014-06-02,Heavyweight,Cain Velasquez,0
7172,2014-06-02,Heavyweight,Fabricio Werdum,1
7173,2014-06-02,Heavyweight,Junior Dos Santos,2
7174,2014-06-02,Heavyweight,Travis Browne,3
7175,2014-06-02,Heavyweight,Antonio Silva,4
7176,2014-06-02,Heavyweight,Josh Barnett,5
7177,2014-06-02,Heavyweight,Stipe Miocic,6
7178,2014-06-02,Heavyweight,Alistair Overeem,7
7179,2014-06-02,Heavyweight,Mark Hunt,8
7180,2014-06-02,Heavyweight,Roy Nelson,9
7181,2014-06-02,Heavyweight,Frank Mir,10
7182,2014-06-02,Heavyweight,Gabriel Gonzaga,11
7183,2014-06-02,Heavyweight,Stefan Struve,12
7184,2014-06-02,Heavyweight,Brendan Schaub,13
7185,2014-06-02,Heavyweight,Minotauro Nogueira,14
7186,2014-06-02,Heavyweight,Soa Palelei,15
7330,2014-06-09,Heavyweight,Cain Velasquez,0
7331,2014-06-09,Heavyweight,Fabricio Werdum,1
7332,2014-06-09,Heavyweight,Junior Dos Santos,2
7333,2014-06-09,Heavyweight,Travis Browne,3
7334,2014-06-09,Heavyweight,Antonio Silva,4
7335,2014-06-09,Heavyweight,Josh Barnett,5
7336,2014-06-09,Heavyweight,Stipe Miocic,6
7337,2014-06-09,Heavyweight,Alistair Overeem,7
7338,2014-06-09,Heavyweight,Mark Hunt,8
7339,2014-06-09,Heavyweight,Roy Nelson,9
7340,2014-06-09,Heavyweight,Frank Mir,10
7341,2014-06-09,Heavyweight,Gabriel Gonzaga,11
7342,2014-06-09,Heavyweight,Stefan Struve,12
7343,2014-06-09,Heavyweight,Minotauro Nogueira,13
7344,2014-06-09,Heavyweight,Brendan Schaub,14
7345,2014-06-09,Heavyweight,Soa Palelei,15
7489,2014-06-16,Heavyweight,Cain Velasquez,0
7490,2014-06-16,Heavyweight,Fabricio Werdum,1
7491,2014-06-16,Heavyweight,Junior Dos Santos,2
7492,2014-06-16,Heavyweight,Travis Browne,3
7493,2014-06-16,Heavyweight,Antonio Silva,4
7494,2014-06-16,Heavyweight,Josh Barnett,5
7495,2014-06-16,Heavyweight,Stipe Miocic,6
7496,2014-06-16,Heavyweight,Alistair Overeem,7
7497,2014-06-16,Heavyweight,Mark Hunt,8
7498,2014-06-16,Heavyweight,Roy Nelson,9
7499,2014-06-16,Heavyweight,Frank Mir,10
7500,2014-06-16,Heavyweight,Gabriel Gonzaga,11
7501,2014-06-16,Heavyweight,Stefan Struve,12
7502,2014-06-16,Heavyweight,Minotauro Nogueira,13
7503,2014-06-16,Heavyweight,Soa Palelei,14
7504,2014-06-16,Heavyweight,Andrei Arlovski,15
7648,2014-06-30,Heavyweight,Cain Velasquez,0
7649,2014-06-30,Heavyweight,Fabricio Werdum,1
7650,2014-06-30,Heavyweight,Junior Dos Santos,2
7651,2014-06-30,Heavyweight,Travis Browne,3
7652,2014-06-30,Heavyweight,Antonio Silva,4
7653,2014-06-30,Heavyweight,Josh Barnett,5
7654,2014-06-30,Heavyweight,Stipe Miocic,6
7655,2014-06-30,Heavyweight,Alistair Overeem,7
7656,2014-06-30,Heavyweight,Mark Hunt,8
7657,2014-06-30,Heavyweight,Roy Nelson,9
7658,2014-06-30,Heavyweight,Frank Mir,10
7659,2014-06-30,Heavyweight,Gabriel Gonzaga,11
7660,2014-06-30,Heavyweight,Stefan Struve,12
7661,2014-06-30,Heavyweight,Minotauro Nogueira,13
7662,2014-06-30,Heavyweight,Andrei Arlovski,14
7663,2014-06-30,Heavyweight,Brendan Schaub,15
7807,2014-07-08,Heavyweight,Cain Velasquez,0
7808,2014-07-08,Heavyweight,Fabricio Werdum,1
7809,2014-07-08,Heavyweight,Junior Dos Santos,2
7810,2014-07-08,Heavyweight,Travis Browne,3
7811,2014-07-08,Heavyweight,Antonio Silva,4
7812,2014-07-08,Heavyweight,Josh Barnett,5
7813,2014-07-08,Heavyweight,Stipe Miocic,6
7814,2014-07-08,Heavyweight,Alistair Overeem,7
7815,2014-07-08,Heavyweight,Mark Hunt,8
7816,2014-07-08,Heavyweight,Roy Nelson,9
7817,2014-07-08,Heavyweight,Frank Mir,10
7818,2014-07-08,Heavyweight,Gabriel Gonzaga,11
7819,2014-07-08,Heavyweight,Minotauro Nogueira,12
7820,2014-07-08,Heavyweight,Stefan Struve,13
7821,2014-07-08,Heavyweight,Andrei Arlovski,14
7822,2014-07-08,Heavyweight,Brendan Schaub,15
7966,2014-07-21,Heavyweight,Cain Velasquez,0
7967,2014-07-21,Heavyweight,Fabricio Werdum,1
7968,2014-07-21,Heavyweight,Junior Dos Santos,2
7969,2014-07-21,Heavyweight,Travis Browne,3
7970,2014-07-21,Heavyweight,Antonio Silva,4
7971,2014-07-21,Heavyweight,Stipe Miocic,5
7972,2014-07-21,Heavyweight,Josh Barnett,6
7973,2014-07-21,Heavyweight,Alistair Overeem,7
7974,2014-07-21,Heavyweight,Mark Hunt,8
7975,2014-07-21,Heavyweight,Roy Nelson,9
7976,2014-07-21,Heavyweight,Frank Mir,10
7977,2014-07-21,Heavyweight,Gabriel Gonzaga,11
7978,2014-07-21,Heavyweight,Minotauro Nogueira,12
7979,2014-07-21,Heavyweight,Stefan Struve,13
7980,2014-07-21,Heavyweight,Andrei Arlovski,14
7981,2014-07-21,Heavyweight,Brendan Schaub,15
8125,2014-07-28,Heavyweight,Cain Velasquez,0
8126,2014-07-28,Heavyweight,Fabricio Werdum,1
8127,2014-07-28,Heavyweight,Junior Dos Santos,2
8128,2014-07-28,Heavyweight,Travis Browne,3
8129,2014-07-28,Heavyweight,Antonio Silva,4
8130,2014-07-28,Heavyweight,Stipe Miocic,5
8131,2014-07-28,Heavyweight,Josh Barnett,6
8132,2014-07-28,Heavyweight,Alistair Overeem,7
8133,2014-07-28,Heavyweight,Mark Hunt,8
8134,2014-07-28,Heavyweight,Roy Nelson,9
8135,2014-07-28,Heavyweight,Frank Mir,10
8136,2014-07-28,Heavyweight,Gabriel Gonzaga,11
8137,2014-07-28,Heavyweight,Minotauro Nogueira,12
8138,2014-07-28,Heavyweight,Stefan Struve,13
8139,2014-07-28,Heavyweight,Andrei Arlovski,14
8140,2014-07-28,Heavyweight,Brendan Schaub,15
8284,2014-08-18,Heavyweight,Cain Velasquez,0
8285,2014-08-18,Heavyweight,Fabricio Werdum,1
8286,2014-08-18,Heavyweight,Junior Dos Santos,2
8287,2014-08-18,Heavyweight,Travis Browne,3
8288,2014-08-18,Heavyweight,Antonio Silva,4
8289,2014-08-18,Heavyweight,Josh Barnett,5
8290,2014-08-18,Heavyweight,Stipe Miocic,6
8291,2014-08-18,Heavyweight,Alistair Overeem,7
8292,2014-08-18,Heavyweight,Mark Hunt,8
8293,2014-08-18,Heavyweight,Roy Nelson,9
8294,2014-08-18,Heavyweight,Frank Mir,10
8295,2014-08-18,Heavyweight,Gabriel Gonzaga,11
8296,2014-08-18,Heavyweight,Stefan Struve,12
8297,2014-08-18,Heavyweight,Minotauro Nogueira,13
8298,2014-08-18,Heavyweight,Andrei Arlovski,14
8299,2014-08-18,Heavyweight,Brendan Schaub,15
8443,2014-08-25,Heavyweight,Cain Velasquez,0
8444,2014-08-25,Heavyweight,Fabricio Werdum,1
8445,2014-08-25,Heavyweight,Junior Dos Santos,2
8446,2014-08-25,Heavyweight,Travis Browne,3
8447,2014-08-25,Heavyweight,Antonio Silva,4
8448,2014-08-25,Heavyweight,Josh Barnett,5
8449,2014-08-25,Heavyweight,Stipe Miocic,6
8450,2014-08-25,Heavyweight,Alistair Overeem,7
8451,2014-08-25,Heavyweight,Mark Hunt,8
8452,2014-08-25,Heavyweight,Roy Nelson,9
8453,2014-08-25,Heavyweight,Frank Mir,10
8454,2014-08-25,Heavyweight,Gabriel Gonzaga,11
8455,2014-08-25,Heavyweight,Stefan Struve,12
8456,2014-08-25,Heavyweight,Minotauro Nogueira,13
8457,2014-08-25,Heavyweight,Andrei Arlovski,14
8458,2014-08-25,Heavyweight,Brendan Schaub,15
8602,2014-09-01,Heavyweight,Cain Velasquez,0
8603,2014-09-01,Heavyweight,Fabricio Werdum,1
8604,2014-09-01,Heavyweight,Junior Dos Santos,2
8605,2014-09-01,Heavyweight,Travis Browne,3
8606,2014-09-01,Heavyweight,Antonio Silva,4
8607,2014-09-01,Heavyweight,Josh Barnett,5
8608,2014-09-01,Heavyweight,Stipe Miocic,6
8609,2014-09-01,Heavyweight,Alistair Overeem,7
8610,2014-09-01,Heavyweight,Mark Hunt,8
8611,2014-09-01,Heavyweight,Roy Nelson,9
8612,2014-09-01,Heavyweight,Frank Mir,10
8613,2014-09-01,Heavyweight,Gabriel Gonzaga,11
8614,2014-09-01,Heavyweight,Minotauro Nogueira,12
8615,2014-09-01,Heavyweight,Stefan Struve,13
8616,2014-09-01,Heavyweight,Andrei Arlovski,14
8617,2014-09-01,Heavyweight,Brendan Schaub,15
8761,2014-09-08,Heavyweight,Cain Velasquez,0
8762,2014-09-08,Heavyweight,Fabricio Werdum,1
8763,2014-09-08,Heavyweight,Junior Dos Santos,2
8764,2014-09-08,Heavyweight,Travis Browne,3
8765,2014-09-08,Heavyweight,Antonio Silva,4
8766,2014-09-08,Heavyweight,Josh Barnett,5
8767,2014-09-08,Heavyweight,Stipe Miocic,6
8768,2014-09-08,Heavyweight,Alistair Overeem,7
8769,2014-09-08,Heavyweight,Mark Hunt,8
8770,2014-09-08,Heavyweight,Roy Nelson,9
8771,2014-09-08,Heavyweight,Frank Mir,10
8772,2014-09-08,Heavyweight,Gabriel Gonzaga,11
8773,2014-09-08,Heavyweight,Minotauro Nogueira,12
8774,2014-09-08,Heavyweight,Stefan Struve,13
8775,2014-09-08,Heavyweight,Andrei Arlovski,14
8776,2014-09-08,Heavyweight,Brendan Schaub,15
8920,2014-09-09,Heavyweight,Cain Velasquez,0
8921,2014-09-09,Heavyweight,Fabricio Werdum,1
8922,2014-09-09,Heavyweight,Junior Dos Santos,2
8923,2014-09-09,Heavyweight,Travis Browne,3
8924,2014-09-09,Heavyweight,Antonio Silva,4
8925,2014-09-09,Heavyweight,Stipe Miocic,5
8926,2014-09-09,Heavyweight,Josh Barnett,6
8927,2014-09-09,Heavyweight,Mark Hunt,7
8928,2014-09-09,Heavyweight,Roy Nelson,8
8929,2014-09-09,Heavyweight,Ben Rothwell,9
8930,2014-09-09,Heavyweight,Alistair Overeem,10
8931,2014-09-09,Heavyweight,Frank Mir,11
8932,2014-09-09,Heavyweight,Gabriel Gonzaga,12
8933,2014-09-09,Heavyweight,Stefan Struve,13
8934,2014-09-09,Heavyweight,Andrei Arlovski,14
8935,2014-09-09,Heavyweight,Minotauro Nogueira,15
9079,2014-09-15,Heavyweight,Cain Velasquez,0
9080,2014-09-15,Heavyweight,Fabricio Werdum,1
9081,2014-09-15,Heavyweight,Junior Dos Santos,2
9082,2014-09-15,Heavyweight,Travis Browne,3
9083,2014-09-15,Heavyweight,Stipe Miocic,4
9084,2014-09-15,Heavyweight,Josh Barnett,5
9085,2014-09-15,Heavyweight,Mark Hunt,6
9086,2014-09-15,Heavyweight,Andrei Arlovski,7
9087,2014-09-15,Heavyweight,Roy Nelson,8
9088,2014-09-15,Heavyweight,Antonio Silva,9
9089,2014-09-15,Heavyweight,Ben Rothwell,10
9090,2014-09-15,Heavyweight,Alistair Overeem,11
9091,2014-09-15,Heavyweight,Gabriel Gonzaga,12
9092,2014-09-15,Heavyweight,Frank Mir,13
9093,2014-09-15,Heavyweight,Stefan Struve,14
9094,2014-09-15,Heavyweight,Minotauro Nogueira,15
9240,2014-09-22,Heavyweight,Cain Velasquez,0
9241,2014-09-22,Heavyweight,Fabricio Werdum,1
9242,2014-09-22,Heavyweight,Junior Dos Santos,2
9243,2014-09-22,Heavyweight,Travis Browne,3
9244,2014-09-22,Heavyweight,Stipe Miocic,4
9245,2014-09-22,Heavyweight,Mark Hunt,5
9246,2014-09-22,Heavyweight,Josh Barnett,6
9247,2014-09-22,Heavyweight,Andrei Arlovski,7
9248,2014-09-22,Heavyweight,Antonio Silva,8
9249,2014-09-22,Heavyweight,Roy Nelson,9
9250,2014-09-22,Heavyweight,Ben Rothwell,10
9251,2014-09-22,Heavyweight,Alistair Overeem,11
9252,2014-09-22,Heavyweight,Gabriel Gonzaga,12
9253,2014-09-22,Heavyweight,Frank Mir,13
9254,2014-09-22,Heavyweight,Stefan Struve,14
9255,2014-09-22,Heavyweight,Matt Mitrione,15
9399,2014-09-29,Heavyweight,Cain Velasquez,0
9400,2014-09-29,Heavyweight,Fabricio Werdum,1
9401,2014-09-29,Heavyweight,Junior Dos Santos,2
9402,2014-09-29,Heavyweight,Travis Browne,3
9403,2014-09-29,Heavyweight,Stipe Miocic,4
9404,2014-09-29,Heavyweight,Mark Hunt,5
9405,2014-09-29,Heavyweight,Josh Barnett,6
9406,2014-09-29,Heavyweight,Andrei Arlovski,7
9407,2014-09-29,Heavyweight,Antonio Silva,8
9408,2014-09-29,Heavyweight,Roy Nelson,9
9409,2014-09-29,Heavyweight,Ben Rothwell,10
9410,2014-09-29,Heavyweight,Alistair Overeem,11
9411,2014-09-29,Heavyweight,Gabriel Gonzaga,12
9412,2014-09-29,Heavyweight,Frank Mir,13
9413,2014-09-29,Heavyweight,Stefan Struve,14
9414,2014-09-29,Heavyweight,Matt Mitrione,15
9558,2014-10-06,Heavyweight,Cain Velasquez,0
9559,2014-10-06,Heavyweight,Fabricio Werdum,1
9560,2014-10-06,Heavyweight,Junior Dos Santos,2
9561,2014-10-06,Heavyweight,Travis Browne,3
9562,2014-10-06,Heavyweight,Mark Hunt,4
9563,2014-10-06,Heavyweight,Stipe Miocic,5
9564,2014-10-06,Heavyweight,Josh Barnett,6
9565,2014-10-06,Heavyweight,Andrei Arlovski,7
9566,2014-10-06,Heavyweight,Antonio Silva,8
9567,2014-10-06,Heavyweight,Roy Nelson,9
9568,2014-10-06,Heavyweight,Ben Rothwell,10
9569,2014-10-06,Heavyweight,Alistair Overeem,11
9570,2014-10-06,Heavyweight,Gabriel Gonzaga,12
9571,2014-10-06,Heavyweight,Frank Mir,13
9572,2014-10-06,Heavyweight,Stefan Struve,14
9573,2014-10-06,Heavyweight,Minotauro Nogueira,15
9718,2014-10-27,Heavyweight,Cain Velasquez,0
9719,2014-10-27,Heavyweight,Fabricio Werdum,1
9720,2014-10-27,Heavyweight,Junior Dos Santos,2
9721,2014-10-27,Heavyweight,Travis Browne,3
9722,2014-10-27,Heavyweight,Mark Hunt,4
9723,2014-10-27,Heavyweight,Stipe Miocic,5
9724,2014-10-27,Heavyweight,Josh Barnett,6
9725,2014-10-27,Heavyweight,Andrei Arlovski,7
9726,2014-10-27,Heavyweight,Antonio Silva,8
9727,2014-10-27,Heavyweight,Roy Nelson,9
9728,2014-10-27,Heavyweight,Ben Rothwell,10
9729,2014-10-27,Heavyweight,Alistair Overeem,11
9730,2014-10-27,Heavyweight,Gabriel Gonzaga,12
9731,2014-10-27,Heavyweight,Frank Mir,13
9732,2014-10-27,Heavyweight,Stefan Struve,14
9733,2014-10-27,Heavyweight,Matt Mitrione,15
9877,2014-11-10,Heavyweight,Cain Velasquez,0
9878,2014-11-10,Heavyweight,Fabricio Werdum,1
9879,2014-11-10,Heavyweight,Junior Dos Santos,2
9880,2014-11-10,Heavyweight,Travis Browne,3
9881,2014-11-10,Heavyweight,Mark Hunt,4
9882,2014-11-10,Heavyweight,Stipe Miocic,5
9883,2014-11-10,Heavyweight,Josh Barnett,6
9884,2014-11-10,Heavyweight,Andrei Arlovski,7
9885,2014-11-10,Heavyweight,Antonio Silva,8
9886,2014-11-10,Heavyweight,Roy Nelson,9
9887,2014-11-10,Heavyweight,Ben Rothwell,10
9888,2014-11-10,Heavyweight,Alistair Overeem,11
9889,2014-11-10,Heavyweight,Gabriel Gonzaga,12
9890,2014-11-10,Heavyweight,Frank Mir,13
9891,2014-11-10,Heavyweight,Stefan Struve,14
9892,2014-11-10,Heavyweight,Matt Mitrione,15
10036,2014-11-17,Heavyweight,Cain Velasquez,0
10037,2014-11-17,Heavyweight,Fabricio Werdum,1
10038,2014-11-17,Heavyweight,Junior Dos Santos,2
10039,2014-11-17,Heavyweight,Travis Browne,3
10040,2014-11-17,Heavyweight,Stipe Miocic,4
10041,2014-11-17,Heavyweight,Mark Hunt,5
